FID,r__2012
0,264.370300292968750
1,309.484375000000000
2,503.241455078125000
3,1006.300598144531250
4,153.745300292968750
5,186.981414794921875
6,246.288879394531250
7,234.239028930664062
8,264.200378417968750
9,544.363464355468750
10,648.754455566406250
11,324.389099121093750
12,129.539459228515625
13,132.687149047851562
14,139.582015991210938
15,101.867195129394531
16,175.545761108398438
17,144.527160644531250
18,173.435607910156250
19,180.298385620117188
20,170.041046142578125
21,186.118225097656250
22,191.677017211914062
23,215.782714843750000
24,241.803436279296875
25,323.808502197265625
26,317.530303955078125
27,181.305664062500000
28,183.523086547851562
29,197.126190185546875
30,197.390182495117188
31,206.962142944335938
32,222.617797851562500
33,248.637451171875000
34,253.815353393554688
35,313.543151855468750
36,205.341567993164062
37,184.075057983398438
38,175.172271728515625
39,180.870208740234375
40,183.705856323242188
41,161.821853637695312
42,184.136886596679688
43,190.739135742187500
44,201.262390136718750
45,214.932907104492188
46,233.476440429687500
47,282.746795654296875
48,410.499450683593750
49,420.036804199218750
50,240.657730102539062
51,175.883712768554688
52,170.212387084960938
53,163.345474243164062
54,168.353134155273438
55,138.175292968750000
56,192.842025756835938
57,198.206192016601562
58,223.546783447265625
59,246.855377197265625
60,245.229583740234375
61,262.151672363281250
62,308.303466796875000
63,357.514831542968750
64,268.191192626953125
65,198.218139648437500
66,173.974075317382812
67,166.078079223632812
68,139.789947509765625
69,188.637832641601562
70,195.148971557617188
71,210.651596069335938
72,254.828659057617188
73,310.242706298828125
74,275.311706542968750
75,264.877624511718750
76,286.545074462890625
77,466.588378906250000
78,413.328765869140625
79,222.759521484375000
80,185.754608154296875
81,181.491851806640625
82,136.074539184570312
83,187.149017333984375
84,186.506210327148438
85,214.841247558593750
86,259.004821777343750
87,350.747619628906250
88,325.715515136718750
89,309.787048339843750
90,288.459838867187500
91,378.050994873046875
92,426.002014160156250
93,365.251800537109375
94,253.031265258789062
95,221.540359497070312
96,188.830169677734375
97,189.885147094726562
98,207.560089111328125
99,220.467254638671875
100,268.797912597656250
101,360.265533447265625
102,340.976379394531250
103,281.108154296875000
104,554.202148437500000
105,960.496215820312500
106,1063.239624023437500
107,488.637908935546875
108,284.831604003906250
109,151.312744140625000
110,164.412475585937500
111,190.823822021484375
112,190.019561767578125
113,209.043533325195312
114,233.088165283203125
115,267.744812011718750
116,260.745849609375000
117,269.400634765625000
118,537.584899902343750
119,1410.888183593750000
120,1158.747070312500000
121,436.463287353515625
122,227.452163696289062
123,174.842926025390625
124,108.109542846679688
125,74.472908020019531
126,106.621536254882812
127,82.088958740234375
128,154.519317626953125
129,198.661315917968750
130,199.870849609375000
131,215.370925903320312
132,236.748840332031250
133,305.882904052734375
134,317.329437255859375
135,329.742065429687500
136,439.697418212890625
137,697.706604003906250
138,476.653839111328125
139,253.948043823242188
140,183.110885620117188
141,160.848709106445312
142,135.468338012695312
143,96.499046325683594
144,255.749267578125000
145,135.186309814453125
146,85.897789001464844
147,81.087196350097656
148,184.724700927734375
149,197.531982421875000
150,209.573333740234375
151,220.789962768554688
152,242.211975097656250
153,335.312622070312500
154,345.341827392578125
155,297.600585937500000
156,381.456024169921875
157,283.245513916015625
