FID,Shape_Leng,Shape_Area,ADM2_EN,ADM2_MN,ADM2_PCODE,ADM2_REF,ADM2ALT1EN,ADM2ALT2EN,ADM2ALT1MN,ADM2ALT2MN,ADM1_EN,ADM1_MN,ADM1_PCODE,ADM0_EN,ADM0_MN,ADM0_PCODE,date,validOn,validTo,Province,Dsitrict,ADM2_CODE,Summary06,Horse06,Cattle06,Camel06,Sheep06,Goat06,Summary02,Horse02,Cattle02,Camel02,Sheep02,Goat02,Summary99,Horse99,Cattle99,Camel99,Sheep99,Goat99,Summary96,Horse96,Cattle96,Camel96,Sheep96,Goat96,Summary92,Horse92,Cattle92,Camel92,Sheep92,Goat92,Den_Goat92,Den_Goat06,Den_Shep02,Den_Shep06,Den_Shep92
93,4.081472466680000,0.787135285907000,Cagaan-Ovoo,Цагаан-Овоо,MN2134, , , , , ,Dornod,Дорнод,MN21,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Dornod,Tsagaan-Ovoo,MN2134,127.010000000000005,13.710000000000001,8.810000000000000,0.380000000000000,57.869999999999997,46.240000000000002,105.269999999999996,12.670000000000000,10.380000000000001,0.450000000000000,50.909999999999997,30.859999999999999,96.180000000000007,11.600000000000000,12.789999999999999,0.480000000000000,50.799999999999997,20.520000000000000,68.989999999999995,9.699999999999999,9.080000000000000,0.490000000000000,36.090000000000003,13.630000000000001,98.689999999999998,11.789999999999999,10.699999999999999,1.340000000000000,64.609999999999999,10.250000000000000,13.021903837300000,58.744666676599998,64.677573107800001,73.519763420700002,82.082459212299995
94,5.866797139330000,1.124058410450000,Cagaan-U'ur,Цагаан-Үүр,MN6755,Cagaan-Uur, , , , ,Khovsgol,Хөвсгөл,MN67,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovsgol,Tsagaan-Uur,MN6755,25.039999999999999,3.360000000000000,12.060000000000000,0.000000000000000,4.560000000000000,5.050000000000000,20.859999999999999,3.620000000000000,10.420000000000000,0.000000000000000,4.150000000000000,2.670000000000000,25.030000000000001,4.000000000000000,14.070000000000000,0.000000000000000,5.430000000000000,1.530000000000000,21.440000000000001,4.030000000000000,12.220000000000001,0.000000000000000,4.230000000000000,0.960000000000000,21.940000000000001,4.550000000000000,12.710000000000001,0.000000000000000,4.260000000000000,0.420000000000000,0.373646063314000,4.492649094610000,3.691978958940000,4.056728687410000,3.789838642190000
95,5.931645987590000,0.720901655828000,Cagaan-Uul,Цагаан-Уул,MN6752, , , , , ,Khovsgol,Хөвсгөл,MN67,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovsgol,Tsagaan-Uul,MN6752,223.039999999999992,9.920000000000000,11.680000000000000,0.620000000000000,113.799999999999997,87.030000000000001,113.170000000000002,9.330000000000000,5.660000000000000,0.720000000000000,58.509999999999998,38.950000000000003,240.110000000000014,27.399999999999999,37.189999999999998,1.590000000000000,117.079999999999998,56.850000000000001,192.449999999999989,22.649999999999999,31.079999999999998,1.410000000000000,93.109999999999999,44.210000000000001,153.810000000000002,16.250000000000000,21.609999999999999,1.270000000000000,92.579999999999998,22.100000000000001,30.656053875500000,120.723817592000003,81.162249423299997,157.857870181999999,128.422509854999987
96,2.625357674780000,0.307275148063000,Cagaanchuluut,Цагаанчулуут,MN8158, , , , , ,Zavkhan,Завхан,MN81,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Zavkhan,Tsagaanchuluut,MN8158,99.209999999999994,5.520000000000000,4.910000000000000,0.490000000000000,47.259999999999998,41.020000000000003,64.140000000000001,4.650000000000000,3.640000000000000,0.620000000000000,30.379999999999999,24.850000000000001,94.579999999999998,7.170000000000000,8.340000000000000,0.780000000000000,49.380000000000003,28.910000000000000,97.450000000000003,8.619999999999999,9.730000000000000,0.780000000000000,50.500000000000000,27.829999999999998,87.030000000000001,6.680000000000000,6.680000000000000,1.430000000000000,56.840000000000003,15.410000000000000,50.150492472800003,133.495989696999999,98.869043564099997,153.803522015999988,184.980791183999997
97,3.467108927600000,0.404312012229000,Cagaandelger,Цагаандэлгэр,MN4840, , , , , ,Dundgovi,Дундговь,MN48,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Dundgovi,Tsagaandelger,MN4840,65.500000000000000,6.190000000000000,1.310000000000000,0.520000000000000,27.449999999999999,30.030000000000001,42.969999999999999,5.710000000000000,0.620000000000000,0.530000000000000,17.770000000000000,18.340000000000000,96.269999999999996,12.190000000000000,8.310000000000000,0.750000000000000,47.009999999999998,28.010000000000002,76.239999999999995,9.260000000000000,7.000000000000000,0.650000000000000,37.340000000000003,21.989999999999998,79.180000000000007,8.130000000000001,6.590000000000000,0.680000000000000,48.000000000000000,15.789999999999999,39.053996721399997,74.274320553699994,43.951204670000003,67.893110196400002,118.720192693000001
98,3.997600419190000,0.476461518123000,Cagaannuur,Цагааннуур,MN4346, , , , , ,Selenge,Сэлэнгэ,MN43,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Selenge,Tsagaannuur,MN4346,82.349999999999994,2.620000000000000,8.390000000000001,0.010000000000000,40.039999999999999,31.289999999999999,62.159999999999997,3.390000000000000,6.910000000000000,0.040000000000000,36.030000000000001,15.789999999999999,53.549999999999997,3.500000000000000,6.880000000000000,0.010000000000000,34.420000000000002,8.730000000000000,42.740000000000002,2.650000000000000,5.310000000000000,0.000000000000000,29.789999999999999,5.000000000000000,40.789999999999999,1.450000000000000,4.230000000000000,0.000000000000000,33.079999999999998,2.020000000000000,4.239586877780000,65.671620497800006,75.619958022899993,84.036167616900002,69.428482137100005
99,6.712164629850000,0.730324794163000,Cagaannuur,Цагааннуур,MN6749, , , , , ,Khovsgol,Хөвсгөл,MN67,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovsgol,Tsagaannuur,MN6749,9.940000000000000,1.140000000000000,3.040000000000000,0.000000000000000,2.580000000000000,3.160000000000000,9.550000000000001,1.370000000000000,2.820000000000000,0.010000000000000,2.760000000000000,2.600000000000000,8.320000000000000,1.070000000000000,3.040000000000000,0.000000000000000,2.750000000000000,1.470000000000000,7.240000000000000,0.980000000000000,2.640000000000000,0.010000000000000,2.620000000000000,1.000000000000000,8.029999999999999,1.160000000000000,2.180000000000000,0.020000000000000,4.340000000000000,0.340000000000000,0.465546292167000,4.326842009550000,3.779140489350000,3.532674805270000,5.942561494130000
100,3.372261697190000,0.312667570896000,Cagaanxairxan,Цагаанхайрхан,MN8155, , , , , ,Zavkhan,Завхан,MN81,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Zavkhan,Tsagaankhairkhan,MN8155,75.859999999999999,3.090000000000000,4.310000000000000,0.020000000000000,33.880000000000003,34.560000000000002,50.270000000000003,3.190000000000000,3.780000000000000,0.050000000000000,23.430000000000000,19.820000000000000,71.670000000000002,4.730000000000000,9.119999999999999,0.050000000000000,37.200000000000003,20.570000000000000,70.909999999999997,5.420000000000000,10.000000000000000,0.050000000000000,36.939999999999998,18.510000000000002,59.869999999999997,4.100000000000000,6.110000000000000,0.320000000000000,41.640000000000001,7.700000000000000,24.626794451199999,110.532729380999996,74.935817401400001,108.357895584999994,133.176587135999995
101,3.278791992820000,0.502082273831000,Cagaanxairxan,Цагаанхайрхан,MN8555, , , , , ,Uvs,Увс,MN85,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Uvs,Tsagaankhairkhan,MN8555,126.579999999999998,4.680000000000000,3.390000000000000,0.300000000000000,56.560000000000002,61.649999999999999,63.039999999999999,2.860000000000000,1.770000000000000,0.320000000000000,30.320000000000000,27.789999999999999,98.209999999999994,7.090000000000000,8.010000000000000,0.580000000000000,46.579999999999998,35.969999999999999,79.510000000000005,6.580000000000000,6.970000000000000,0.630000000000000,38.020000000000003,27.309999999999999,70.379999999999995,5.760000000000000,5.420000000000000,0.850000000000000,44.299999999999997,14.050000000000001,27.983461540699999,122.788640853000004,60.388509175300001,112.650860124000005,88.232551334600004
102,3.159344758120000,0.396852862343000,Caxir,Цахир,MN6543, , , , , ,Arxangai,Архангай,MN65,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Arkhangai,Tsakhir,MN6543,49.770000000000003,2.870000000000000,13.180000000000000,0.000000000000000,19.469999999999999,14.250000000000000,35.359999999999999,3.290000000000000,10.460000000000001,0.000000000000000,13.470000000000001,8.130000000000001,58.500000000000000,5.230000000000000,19.550000000000001,0.000000000000000,24.989999999999998,8.730000000000000,47.619999999999997,4.940000000000000,14.940000000000000,0.000000000000000,22.129999999999999,5.610000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35.907514729399999,33.942050765300003,49.061004335600003,0.000000000000000
103,3.011368984780000,0.408256790137000,Ceceg,Цэцэг,MN8443, , , , , ,Khovd,Ховд,MN84,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovd,Tsetseg,MN8443,116.750000000000000,4.600000000000000,4.450000000000000,0.710000000000000,49.659999999999997,57.329999999999998,82.299999999999997,3.450000000000000,4.260000000000000,0.690000000000000,37.810000000000002,36.100000000000001,93.120000000000005,4.610000000000000,6.460000000000000,0.890000000000000,46.439999999999998,34.719999999999999,98.069999999999993,4.470000000000000,7.370000000000000,0.910000000000000,49.710000000000001,35.630000000000003,87.519999999999996,3.360000000000000,5.030000000000000,0.980000000000000,54.460000000000001,23.680000000000000,58.002709500700000,140.426323297000010,92.613278978899999,121.639128116999998,133.396434096999997
104,2.624444112260000,0.297587284109000,Cecen-Uul,Цэцэн-Уул,MN8161, , , , , ,Zavkhan,Завхан,MN81,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Zavkhan,Tsetsen-Uul,MN8161,111.069999999999993,3.260000000000000,3.280000000000000,0.360000000000000,60.020000000000003,44.159999999999997,60.890000000000001,2.150000000000000,1.620000000000000,0.340000000000000,34.090000000000003,22.699999999999999,112.790000000000006,5.540000000000000,9.310000000000000,0.540000000000000,66.010000000000005,31.379999999999999,120.109999999999999,6.280000000000000,9.619999999999999,0.600000000000000,74.459999999999994,29.149999999999999,100.319999999999993,4.790000000000000,5.980000000000000,0.620000000000000,73.170000000000002,15.750000000000000,52.925648510700000,148.393437347999992,114.554625888000004,201.688725309000006,245.877441366999989
105,3.774048717110000,0.308992531249000,Cecerleg,Цэцэрлэг,MN6549, , , , , ,Arxangai,Архангай,MN65,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Arkhangai,Tsetserleg,MN6549,177.520000000000010,8.330000000000000,7.610000000000000,0.000000000000000,97.689999999999998,63.890000000000001,122.299999999999997,9.690000000000000,10.630000000000001,0.000000000000000,62.350000000000001,39.640000000000001,142.169999999999987,14.060000000000000,21.870000000000001,0.000000000000000,67.730000000000004,38.500000000000000,102.400000000000006,12.070000000000000,18.170000000000002,0.000000000000000,46.649999999999999,25.520000000000000,88.980000000000004,8.779999999999999,11.600000000000000,0.010000000000000,51.270000000000003,17.329999999999998,56.085498021399999,206.768751793999996,201.784812557999999,316.156509043000028,165.926340654999990
106,6.478048361010000,0.918984691729000,Cecerleg,Цэцэрлэг,MN6758, , , , , ,Khovsgol,Хөвсгөл,MN67,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovsgol,Tsetserleg,MN6758,163.860000000000014,9.180000000000000,11.890000000000001,0.570000000000000,75.349999999999994,66.870000000000005,71.689999999999998,8.520000000000000,5.970000000000000,0.620000000000000,32.490000000000002,24.090000000000000,182.569999999999993,24.010000000000002,31.320000000000000,1.310000000000000,82.760000000000005,43.180000000000000,172.509999999999991,22.550000000000001,29.430000000000000,1.380000000000000,81.200000000000003,37.939999999999998,123.859999999999999,14.690000000000000,18.690000000000001,0.970000000000000,71.989999999999995,17.520000000000000,19.064517785400000,72.765085862500001,35.354234180799999,81.992660681000004,78.336451790699996
107,2.365382039120000,0.198534301381000,Ceel,Цээл,MN4173, , , , , ,To'v,Төв,MN41,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Tov,Tseel,MN4173,45.619999999999997,4.230000000000000,2.630000000000000,0.030000000000000,20.489999999999998,18.230000000000000,56.289999999999999,5.970000000000000,4.080000000000000,0.090000000000000,27.469999999999999,18.690000000000001,56.909999999999997,6.520000000000000,6.960000000000000,0.240000000000000,29.609999999999999,13.580000000000000,45.619999999999997,5.710000000000000,6.520000000000000,0.350000000000000,25.289999999999999,7.760000000000000,40.420000000000002,4.650000000000000,6.370000000000000,0.550000000000000,25.379999999999999,3.470000000000000,17.478088047600000,91.822923661999994,138.363999616000001,103.206347000999997,127.836851483000004
108,3.509724603760000,0.644256121812000,Ceel,Цээл,MN8243, , , , , ,Govi-Altai,Говь-Алтай,MN82,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Govi-Altai,Tseel,MN8243,141.810000000000002,2.770000000000000,1.150000000000000,1.250000000000000,28.859999999999999,107.780000000000001,61.689999999999998,1.270000000000000,0.320000000000000,1.330000000000000,14.810000000000000,43.960000000000001,139.199999999999989,5.690000000000000,3.330000000000000,2.370000000000000,53.960000000000001,73.859999999999999,132.909999999999997,5.320000000000000,3.980000000000000,2.860000000000000,53.100000000000001,67.670000000000002,111.400000000000006,4.090000000000000,2.860000000000000,2.660000000000000,57.960000000000001,43.840000000000003,68.047471363900002,167.293714953999995,22.987752073399999,44.795849077600003,89.964220808600004
109,5.445459328990000,0.791376325783000,Cengel,Цэнгэл,MN8340, , , , , ,Bayan-Olgii,Баян-Өлгий,MN83,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Bayan-Olgii,Tsengel,MN8340,170.719999999999999,6.410000000000000,9.730000000000000,0.530000000000000,70.069999999999993,83.980000000000004,151.699999999999989,6.700000000000000,9.869999999999999,0.880000000000000,64.269999999999996,69.980000000000004,180.409999999999997,9.289999999999999,12.539999999999999,1.450000000000000,83.840000000000003,73.290000000000006,169.289999999999992,9.070000000000000,12.890000000000001,1.590000000000000,81.579999999999998,64.159999999999997,118.069999999999993,7.410000000000000,7.670000000000000,1.260000000000000,69.959999999999994,31.789999999999999,40.170521867100000,106.118918729000001,81.212942447299994,88.541946122400006,88.402947776800005
110,3.826484054660000,0.382264282786000,Cenxer,Цэнхэр,MN6546, , , , , ,Arxangai,Архангай,MN65,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Arkhangai,Tsenkher,MN6546,127.120000000000005,13.779999999999999,16.579999999999998,0.030000000000000,51.509999999999998,45.229999999999997,87.849999999999994,12.230000000000000,13.199999999999999,0.020000000000000,35.390000000000001,27.010000000000002,120.290000000000006,17.180000000000000,24.550000000000001,0.010000000000000,47.780000000000001,30.760000000000002,86.359999999999999,13.539999999999999,19.059999999999999,0.010000000000000,34.340000000000003,19.410000000000000,72.400000000000006,10.359999999999999,13.260000000000000,0.010000000000000,37.039999999999999,11.720000000000001,30.659416868800001,118.321281995000007,92.579928582600004,134.749706733000011,96.896314063299997
111,2.923491323450000,0.382399510044000,Cenxermandal,Цэнхэрмандал,MN2349, , , , , ,Hentii,Хэнтий,MN23,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khentii,Tsenkhermandal,MN2349,105.430000000000007,7.640000000000000,8.619999999999999,0.030000000000000,51.530000000000001,37.609999999999999,73.829999999999998,7.430000000000000,7.380000000000000,0.100000000000000,36.840000000000003,22.079999999999998,69.250000000000000,7.750000000000000,9.050000000000001,0.150000000000000,35.109999999999999,17.210000000000001,66.859999999999999,7.670000000000000,9.970000000000001,0.170000000000000,32.439999999999998,16.620000000000001,67.849999999999994,6.210000000000000,7.440000000000000,0.160000000000000,43.270000000000003,10.770000000000000,28.164262027300001,98.352636476100002,96.339035569800004,134.754356757000011,113.153910671000006
112,3.113901564890000,0.530214472724000,Chandmani,Чандмань,MN8246, , , , , ,Govi-Altai,Говь-Алтай,MN82,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Govi-Altai,Chandmani,MN8246,78.030000000000001,2.000000000000000,1.100000000000000,0.510000000000000,23.230000000000000,51.200000000000003,26.559999999999999,0.760000000000000,0.310000000000000,0.400000000000000,9.190000000000000,15.900000000000000,83.829999999999998,3.960000000000000,2.680000000000000,0.720000000000000,36.430000000000000,40.039999999999999,86.299999999999997,3.930000000000000,2.880000000000000,0.760000000000000,39.659999999999997,39.060000000000002,70.920000000000002,2.920000000000000,2.840000000000000,0.640000000000000,43.020000000000003,21.500000000000000,40.549628699400003,96.564697181800000,17.332608732400001,43.812459287800003,81.136977983600005
113,5.212451206290000,0.728447766247000,Chandmani,Чандмань,MN8446, , , , , ,Khovd,Ховд,MN84,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovd,Chandmani,MN8446,206.060000000000002,6.490000000000000,8.270000000000000,1.830000000000000,89.069999999999993,100.400000000000006,81.219999999999999,3.120000000000000,3.590000000000000,1.490000000000000,36.390000000000001,36.630000000000003,174.400000000000006,9.430000000000000,13.600000000000000,2.110000000000000,84.840000000000003,64.439999999999998,142.639999999999986,9.100000000000000,14.150000000000000,1.930000000000000,66.840000000000003,50.619999999999997,117.930000000000007,6.840000000000000,8.830000000000000,1.930000000000000,68.349999999999994,31.980000000000000,43.901569174599999,137.827315357999993,49.955537907000000,122.273695008999994,93.829651441099998
114,4.391504129390000,0.563463141231000,Chandmani-O'ndor,Чандмань-Өндөр,MN6761,Chandmani-Ondor, , , , ,Khovsgol,Хөвсгөл,MN67,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khovsgol,Chandmani-Undur,MN6761,44.090000000000003,3.510000000000000,14.340000000000000,0.000000000000000,10.580000000000000,15.660000000000000,37.740000000000002,4.270000000000000,13.490000000000000,0.000000000000000,9.590000000000000,10.380000000000001,38.719999999999999,4.140000000000000,16.059999999999999,0.000000000000000,11.160000000000000,7.360000000000000,33.280000000000001,4.230000000000000,14.050000000000001,0.000000000000000,9.570000000000000,5.430000000000000,31.520000000000000,4.830000000000000,12.560000000000000,0.000000000000000,10.340000000000000,3.790000000000000,6.726260730600000,27.792412411899999,17.019746809099999,18.776738398300001,18.350801043400001
115,0.607182264436000,0.010856160186800,Chingeltei,Чингэлтэй,MN1125, , , , , ,Ulaanbaatar,Улаанбаатар,MN11,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Ulaanbaatar,Chingeltei,MN1125,6.130000000000000,0.370000000000000,1.050000000000000,0.000000000000000,2.460000000000000,2.250000000000000,4.450000000000000,0.310000000000000,0.860000000000000,0.000000000000000,1.790000000000000,1.480000000000000,4.560000000000000,0.410000000000000,1.000000000000000,0.000000000000000,2.090000000000000,1.050000000000000,5.830000000000000,0.510000000000000,1.240000000000000,0.000000000000000,2.840000000000000,1.230000000000000,5.240000000000000,0.490000000000000,1.110000000000000,0.000000000000000,2.820000000000000,0.830000000000000,76.454288230700001,207.255600625000000,164.883344496999996,226.599456683999989,259.760352784000020
116,6.503524648750000,1.241527804190000,Choibalsan,Чойбалсан,MN2137, , , , , ,Dornod,Дорнод,MN21,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Dornod,Choibalsan,MN2137,77.760000000000005,10.289999999999999,8.310000000000000,0.600000000000000,35.350000000000001,23.210000000000001,56.329999999999998,9.180000000000000,7.210000000000000,0.530000000000000,28.820000000000000,10.590000000000000,55.119999999999997,6.660000000000000,9.480000000000000,0.480000000000000,32.570000000000000,5.940000000000000,36.130000000000003,5.150000000000000,6.570000000000000,0.450000000000000,20.969999999999999,2.990000000000000,39.450000000000003,4.660000000000000,6.690000000000000,0.570000000000000,26.170000000000002,1.350000000000000,1.087369928760000,18.694708182700001,23.213334331100000,28.472982949500000,21.078867433900001
117,5.482520546240000,0.800958695445000,Chuluunxoroot,Чулуунхороот,MN2140, , , , , ,Dornod,Дорнод,MN21,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Dornod,Chuluunkhoroot,MN2140,33.460000000000001,3.480000000000000,3.100000000000000,0.100000000000000,15.910000000000000,10.890000000000001,21.609999999999999,2.110000000000000,3.200000000000000,0.080000000000000,11.740000000000000,4.480000000000000,14.039999999999999,1.690000000000000,3.050000000000000,0.080000000000000,7.520000000000000,1.710000000000000,9.710000000000001,1.550000000000000,2.690000000000000,0.120000000000000,4.460000000000000,0.890000000000000,30.039999999999999,3.820000000000000,3.730000000000000,0.420000000000000,21.640000000000001,0.430000000000000,0.536856647472000,13.596206723200000,14.657434979800000,19.863695956499999,27.017622910000000
118,3.299180029010000,0.469983447228000,Chuluut,Чулуут,MN6552, , , , , ,Arxangai,Архангай,MN65,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Arkhangai,Chuluut,MN6552,93.239999999999995,8.350000000000000,26.140000000000001,0.000000000000000,32.439999999999998,26.309999999999999,64.250000000000000,8.170000000000000,21.090000000000000,0.000000000000000,20.520000000000000,14.480000000000000,76.430000000000007,9.109999999999999,23.980000000000000,0.000000000000000,32.590000000000003,10.750000000000000,65.310000000000002,7.650000000000000,19.420000000000002,0.000000000000000,30.000000000000000,8.250000000000000,63.990000000000002,6.230000000000000,16.800000000000001,0.000000000000000,36.640000000000001,4.320000000000000,9.191813085080000,55.980694969500000,43.661112154100003,69.023707518500004,77.960192462300000
119,7.840332107730000,1.889849485310000,Cogt,Цогт,MN8240, , , , , ,Govi-Altai,Говь-Алтай,MN82,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Govi-Altai,Tsogt,MN8240,157.319999999999993,2.520000000000000,3.290000000000000,2.150000000000000,43.359999999999999,106.000000000000000,68.019999999999996,1.250000000000000,1.220000000000000,1.700000000000000,20.739999999999998,43.109999999999999,180.750000000000000,4.800000000000000,6.700000000000000,2.920000000000000,65.239999999999995,101.079999999999998,172.210000000000008,5.090000000000000,7.830000000000000,3.410000000000000,64.810000000000002,91.060000000000002,135.069999999999993,3.770000000000000,6.990000000000000,3.630000000000000,58.109999999999999,62.560000000000002,33.103165350600001,56.089122876700003,10.974418947800000,22.943626112600001,30.748480475099999
120,3.713019009650000,0.814498570108000,Cogt-Cecii,Цогтцэций,MN4643, , , , , ,Omnogovi,Өмнөговь,MN46,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Omnogovi,Tsogttsetsii,MN4643,66.459999999999994,3.740000000000000,0.670000000000000,1.740000000000000,20.629999999999999,39.689999999999998,56.729999999999997,4.300000000000000,0.350000000000000,1.870000000000000,18.670000000000002,31.539999999999999,107.629999999999995,10.970000000000001,4.230000000000000,2.620000000000000,37.159999999999997,52.649999999999999,79.340000000000003,7.530000000000000,2.850000000000000,2.480000000000000,27.250000000000000,39.229999999999997,48.320000000000000,5.450000000000000,1.720000000000000,2.180000000000000,19.250000000000000,19.719999999999999,24.211215002399999,48.729367314599997,22.922078300900001,25.328466810300000,23.634172859800000
121,3.450772448670000,0.740278251768000,Cogt-Ovoo,Цогт-Овоо,MN4640, , , , , ,Omnogovi,Өмнөговь,MN46,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Omnogovi,Tsogt-Ovoo,MN4640,44.189999999999998,2.520000000000000,0.300000000000000,4.300000000000000,13.210000000000001,23.859999999999999,43.359999999999999,2.590000000000000,0.290000000000000,4.610000000000000,15.480000000000000,20.379999999999999,89.000000000000000,8.710000000000001,1.830000000000000,6.060000000000000,31.960000000000001,40.430000000000000,76.219999999999999,6.620000000000000,1.320000000000000,5.860000000000000,27.500000000000000,34.920000000000002,63.140000000000001,4.920000000000000,1.030000000000000,7.390000000000000,29.140000000000001,20.670000000000002,27.921933341500001,32.231123828100003,20.911056029299999,17.844641482400000,39.363577047400000
122,4.444347942620000,0.604845613508000,Dadal,Дадал,MN2328, , , , , ,Hentii,Хэнтий,MN23,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Khentii,Dadal,MN2328,19.590000000000000,3.270000000000000,7.200000000000000,0.010000000000000,4.860000000000000,4.250000000000000,19.859999999999999,3.960000000000000,7.710000000000000,0.010000000000000,4.970000000000000,3.210000000000000,19.809999999999999,4.450000000000000,8.359999999999999,0.020000000000000,5.000000000000000,1.990000000000000,16.180000000000000,4.910000000000000,6.350000000000000,0.030000000000000,3.940000000000000,0.950000000000000,34.000000000000000,5.530000000000000,10.800000000000001,0.170000000000000,17.260000000000002,0.250000000000000,0.413328615463000,7.026586462870000,8.216972875400000,8.035108284600000,28.536207611599998
123,3.624166927710000,0.467608870475000,Dalanjargalan,Даланжаргалан,MN4410, , , , , ,Dornogovi,Дорноговь,MN44,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Dornogovi,Dalanjargalan,MN4410,71.939999999999998,5.160000000000000,2.300000000000000,0.600000000000000,36.439999999999998,27.449999999999999,69.159999999999997,5.890000000000000,1.900000000000000,0.710000000000000,36.560000000000002,24.109999999999999,94.829999999999998,11.039999999999999,9.529999999999999,0.900000000000000,51.109999999999999,22.260000000000002,80.430000000000007,8.650000000000000,8.500000000000000,0.780000000000000,44.180000000000000,18.320000000000000,72.349999999999994,6.050000000000000,6.640000000000000,0.950000000000000,47.439999999999998,11.279999999999999,24.122724593600001,58.702906923299999,78.185000987799995,77.928376258100002,101.452309815999996
124,0.195746658740000,0.002585487045310,Dalanzadgad,Даланзадгад,MN4601, , , , , ,Omnogovi,Өмнөговь,MN46,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Omnogovi,Dalanzadgad,MN4601,46.070000000000000,0.780000000000000,0.460000000000000,1.040000000000000,12.090000000000000,31.699999999999999,32.990000000000002,0.690000000000000,0.330000000000000,0.450000000000000,10.619999999999999,20.899999999999999,81.420000000000002,3.560000000000000,2.410000000000000,1.040000000000000,26.609999999999999,47.799999999999997,61.990000000000002,2.180000000000000,1.640000000000000,0.840000000000000,20.530000000000001,36.799999999999997,36.270000000000003,1.100000000000000,1.520000000000000,0.440000000000000,14.920000000000000,18.300000000000001,7077.970099750000372,12260.746019800000795,4107.543303790000209,4676.101557699999830,5770.672890069999994
125,3.405476773490000,0.552896990815000,Dariganga,Дарьганга,MN2210, , , , , ,Sukhbaatar,Сүхбаатар,MN22,Mongolia,монгол,MN,12/1/2016 0:00:00,10/19/2020 0:00:00,,Sukhbaatar,Dariganga,MN2210,117.980000000000004,12.680000000000000,10.820000000000000,0.510000000000000,57.500000000000000,36.460000000000001,94.049999999999997,11.140000000000001,8.350000000000000,0.540000000000000,48.799999999999997,25.219999999999999,90.810000000000002,10.920000000000000,11.750000000000000,0.600000000000000,46.850000000000001,20.690000000000001,69.790000000000006,8.980000000000000,9.279999999999999,0.540000000000000,36.380000000000003,14.600000000000000,64.310000000000002,7.510000000000000,8.619999999999999,0.550000000000000,39.159999999999997,8.470000000000001,15.319309275900000,65.943567437900001,88.262372215200003,103.997672179999995,70.826936392400000
