FID,r__2008
0,261.640991210937500
1,326.659088134765625
2,552.190307617187500
3,898.343017578125000
4,158.965545654296875
5,199.270629882812500
6,239.833633422851562
7,171.042068481445312
8,221.868286132812500
9,554.887878417968750
10,614.909973144531250
11,330.237915039062500
12,131.628646850585938
13,110.693687438964844
14,111.500595092773438
15,86.663749694824219
16,139.325744628906250
17,124.186813354492188
18,144.036880493164062
19,158.858657836914062
20,158.909332275390625
21,175.733963012695312
22,173.002227783203125
23,161.527496337890625
24,188.006057739257812
25,338.513702392578125
26,333.040985107421875
27,166.857330322265625
28,140.732223510742188
29,148.477706909179688
30,148.312500000000000
31,160.729400634765625
32,175.557861328125000
33,193.084197998046875
34,238.150619506835938
35,319.891235351562500
36,196.439682006835938
37,163.781448364257812
38,144.773941040039062
39,159.055709838867188
40,172.940414428710938
41,151.831817626953125
42,140.587036132812500
43,144.211746215820312
44,154.512451171875000
45,163.870483398437500
46,181.556549072265625
47,220.788421630859375
48,353.996856689453125
49,444.857513427734375
50,238.269241333007812
51,152.446289062500000
52,141.059997558593750
53,139.287078857421875
54,154.912536621093750
55,109.870071411132812
56,144.966766357421875
57,146.052917480468750
58,162.171005249023438
59,173.449493408203125
60,188.777816772460938
61,213.425094604492188
62,255.396636962890625
63,372.182708740234375
64,250.612747192382812
65,166.717224121093750
66,146.656127929687500
67,137.616744995117188
68,117.386863708496094
69,143.454254150390625
70,147.377471923828125
71,149.304275512695312
72,174.660263061523438
73,196.511276245117188
74,204.346969604492188
75,209.095962524414062
76,226.049545288085938
77,413.375122070312500
78,391.414855957031250
79,177.276290893554688
80,157.099441528320312
81,149.998153686523438
82,106.163581848144531
83,145.660278320312500
84,145.877944946289062
85,153.075500488281250
86,175.811203002929688
87,208.254257202148438
88,243.727096557617188
89,233.868957519531250
90,216.012222290039062
91,276.863739013671875
92,305.252166748046875
93,225.836074829101562
94,187.748229980468750
95,171.639022827148438
96,143.381896972656250
97,145.878051757812500
98,152.763549804687500
99,165.498382568359375
100,205.359756469726562
101,269.105499267578125
102,248.306228637695312
103,208.195922851562500
104,321.524780273437500
105,514.549011230468750
106,556.395812988281250
107,279.743560791015625
108,177.836776733398438
109,112.405158996582031
110,130.554794311523438
111,147.380279541015625
112,143.855941772460938
113,161.292800903320312
114,186.502731323242188
115,200.683425903320312
116,193.498596191406250
117,183.733886718750000
118,308.259490966796875
119,690.239807128906250
120,587.408203125000000
121,259.257629394531250
122,171.298477172851562
123,139.922088623046875
124,82.508880615234375
125,56.404750823974609
126,112.300956726074219
127,78.183792114257812
128,126.014884948730469
129,155.408386230468750
130,149.455947875976562
131,164.554733276367188
132,187.190719604492188
133,221.646377563476562
134,218.078643798828125
135,211.483917236328125
136,262.920898437500000
137,412.630096435546875
138,299.443420410156250
139,184.627380371093750
140,156.036315917968750
141,132.331726074218750
142,115.255050659179688
143,77.684906005859375
144,242.436950683593750
145,132.737289428710938
146,76.033050537109375
147,69.180702209472656
148,149.399978637695312
149,158.802993774414062
150,156.143493652343750
151,164.621520996093750
152,187.582260131835938
153,230.201583862304688
154,222.587371826171875
155,195.652984619140625
156,248.613540649414062
157,204.690338134765625
158,171.522109985351562
159,169.249343872070312
160,133.655868530273438
161,111.609039306640625
162,109.697959899902344
163,215.229934692382812
164,88.402359008789062
165,90.869514465332031
166,98.380218505859375
167,77.185943603515625
168,151.920227050781250
169,157.553176879882812
170,157.665740966796875
171,179.044174194335938
172,186.427566528320312
173,196.614089965820312
174,192.250823974609375
175,197.788192749023438
176,212.868225097656250
177,180.365051269531250
178,156.955322265625000
179,148.610229492187500
180,119.070907592773438
181,102.963951110839844
182,105.960014343261719
183,77.147445678710938
184,72.995254516601562
185,87.339767456054688
186,94.560569763183594
187,73.950729370117188
188,125.387809753417969
189,158.836151123046875
190,164.582748413085938
191,186.157440185546875
192,189.821502685546875
193,187.201461791992188
194,210.783096313476562
195,261.707885742187500
196,239.404647827148438
197,182.628326416015625
198,148.677429199218750
199,138.761535644531250
200,121.708389282226562
201,108.098930358886719
202,104.153579711914062
203,67.694358825683594
204,66.482131958007812
205,71.890205383300781
206,72.157173156738281
207,65.930122375488281
208,117.786605834960938
209,169.729354858398438
