FID,r__2007
0,253.889114379882812
1,314.428527832031250
2,562.388977050781250
3,922.131286621093750
4,143.496215820312500
5,183.064132690429688
6,241.523941040039062
7,155.660522460937500
8,207.652435302734375
9,530.084228515625000
10,582.676147460937500
11,303.354064941406250
12,117.683792114257812
13,106.202491760253906
14,105.032585144042969
15,87.957511901855469
16,128.309631347656250
17,115.597259521484375
18,133.078399658203125
19,143.803237915039062
20,145.747634887695312
21,169.664047241210938
22,172.680770874023438
23,160.547210693359375
24,177.666412353515625
25,319.866790771484375
26,304.194274902343750
27,154.469421386718750
28,126.299232482910156
29,134.506454467773438
30,132.822433471679688
31,143.411926269531250
32,156.954956054687500
33,176.007186889648438
34,206.026657104492188
35,284.809417724609375
36,188.058151245117188
37,159.562973022460938
38,137.901351928710938
39,148.887054443359375
40,173.748611450195312
41,142.414382934570312
42,126.151893615722656
43,130.245590209960938
44,136.929748535156250
45,146.217361450195312
46,165.051116943359375
47,200.254623413085938
48,293.227050781250000
49,411.066131591796875
50,214.614730834960938
51,148.287185668945312
52,142.135620117187500
53,135.299499511718750
54,152.134918212890625
55,99.218971252441406
56,131.474349975585938
57,133.875427246093750
58,145.777038574218750
59,156.502044677734375
60,172.791793823242188
61,191.939407348632812
62,227.541809082031250
63,344.699951171875000
64,230.988571166992188
65,161.667861938476562
66,144.294754028320312
67,137.805313110351562
68,113.604209899902344
69,129.187088012695312
70,136.758438110351562
71,141.164962768554688
72,161.290481567382812
73,176.423538208007812
74,184.318588256835938
75,188.688446044921875
76,208.870269775390625
77,377.090393066406250
78,357.637908935546875
79,172.275344848632812
80,152.692825317382812
81,148.613037109375000
82,101.603782653808594
83,132.454055786132812
84,134.847900390625000
85,144.389846801757812
86,161.593704223632812
87,187.563812255859375
88,219.907836914062500
89,215.379135131835938
90,206.696990966796875
91,251.524322509765625
92,262.001068115234375
93,213.654541015625000
94,183.551025390625000
95,171.511016845703125
96,130.806594848632812
97,135.267654418945312
98,143.829513549804688
99,152.434173583984375
100,185.554580688476562
101,242.053558349609375
102,230.023696899414062
103,199.586914062500000
104,293.064727783203125
105,490.394165039062500
106,547.782348632812500
107,274.010070800781250
108,176.977371215820312
109,102.710540771484375
110,118.902061462402344
111,135.933914184570312
112,134.596817016601562
113,149.124237060546875
114,168.540405273437500
115,186.841812133789062
116,182.403289794921875
117,177.200027465820312
118,287.137512207031250
119,710.610412597656250
120,552.725097656250000
121,243.556777954101562
122,161.805068969726562
123,131.371551513671875
124,80.500679016113281
125,57.002719879150391
126,112.139465332031250
127,76.333488464355469
128,115.006813049316406
129,141.753479003906250
130,139.016876220703125
131,155.248016357421875
132,171.511871337890625
133,206.399948120117188
134,204.116729736328125
135,191.599426269531250
136,244.456207275390625
137,400.551605224609375
138,278.495025634765625
139,174.820281982421875
140,146.321838378906250
141,122.554542541503906
142,108.543952941894531
143,73.834640502929688
144,265.279296875000000
145,136.892333984375000
146,68.386169433593750
147,64.031982421875000
148,137.502792358398438
149,145.768676757812500
150,144.207168579101562
151,154.023254394531250
152,173.517547607421875
153,216.698287963867188
154,208.446746826171875
155,186.645278930664062
156,234.176528930664062
157,207.218200683593750
158,166.928573608398438
159,160.131347656250000
160,124.472839355468750
161,101.745262145996094
162,102.816619873046875
163,226.722839355468750
164,73.885795593261719
165,78.514320373535156
166,85.688163757324219
167,71.866081237792969
168,141.236602783203125
169,145.020858764648438
170,144.220489501953125
171,164.268783569335938
172,172.994812011718750
173,182.788925170898438
174,181.508956909179688
175,192.626205444335938
176,203.984375000000000
177,182.947708129882812
178,148.322662353515625
179,139.700973510742188
180,107.739791870117188
181,92.962097167968750
182,99.610252380371094
183,71.269699096679688
184,66.335456848144531
185,77.002616882324219
186,83.980697631835938
187,69.015235900878906
188,115.961639404296875
189,143.462661743164062
190,145.142028808593750
191,162.851150512695312
192,174.312484741210938
193,177.283599853515625
194,206.547256469726562
195,258.362335205078125
196,230.790267944335938
197,185.489837646484375
198,137.729202270507812
199,126.339202880859375
200,108.700332641601562
201,96.808494567871094
202,96.244796752929688
203,65.574600219726562
204,62.815177917480469
205,65.300125122070312
206,66.927200317382812
207,62.934516906738281
208,112.962814331054688
209,160.122695922851562
210,171.160598754882812
211,175.374252319335938
212,182.695693969726562
213,215.869644165039062
214,289.334320068359375
215,496.322845458984375
216,326.969543457031250
217,222.580200195312500
218,145.328842163085938
219,119.683822631835938
220,112.364395141601562
221,106.924819946289062
222,102.031120300292969
223,69.554039001464844
224,76.633972167968750
225,58.738761901855469
226,57.036262512207031
227,60.446350097656250
228,60.830612182617188
229,59.821300506591797
230,132.906356811523438
231,156.462448120117188
232,160.363220214843750
233,192.123168945312500
234,199.068344116210938
235,255.901184082031250
236,407.456298828125000
237,660.345642089843750
